GEOID,NAME,ST,variable,value
2723318,Gem Lake,Minnesota,P001001,393
2723354,Geneva,Minnesota,P001001,555
2723444,Genola,Minnesota,P001001,75
2723498,Georgetown,Minnesota,P001001,129
2723660,Ghent,Minnesota,P001001,370
2723678,Gibbon,Minnesota,P001001,772
2723714,Gilbert,Minnesota,P001001,1799
2723804,Gilman,Minnesota,P001001,224
2723948,Glencoe,Minnesota,P001001,5631
2724056,Glenville,Minnesota,P001001,643
2724074,Glenwood,Minnesota,P001001,2564
2724182,Glyndon,Minnesota,P001001,1394
2724308,Golden Valley,Minnesota,P001001,20371
2724344,Gonvick,Minnesota,P001001,282
2724398,Goodhue,Minnesota,P001001,1176
2724470,Goodridge,Minnesota,P001001,132
2724506,Good Thunder,Minnesota,P001001,583
2724524,Goodview,Minnesota,P001001,4036
2724758,Graceville,Minnesota,P001001,577
2724884,Granada,Minnesota,P001001,303
2724992,Grand Marais,Minnesota,P001001,1351
2725010,Grand Meadow,Minnesota,P001001,1139
2725118,Grand Rapids,Minnesota,P001001,10869
2725280,Granite Falls,Minnesota,P001001,2897
2725334,Grant,Minnesota,P001001,4096
2725424,Grasston,Minnesota,P001001,158
2725604,Greenbush,Minnesota,P001001,719
2725622,Greenfield,Minnesota,P001001,2777
2725658,Green Isle,Minnesota,P001001,559
2725874,Greenwald,Minnesota,P001001,222
2725918,Greenwood,Minnesota,P001001,688
2726000,Grey Eagle,Minnesota,P001001,348
2726126,Grove City,Minnesota,P001001,635
2726216,Grygla,Minnesota,P001001,221
2726270,Gully,Minnesota,P001001,66
2726378,Hackensack,Minnesota,P001001,313
2726450,Hadley,Minnesota,P001001,61
2726576,Hallock,Minnesota,P001001,981
2726612,Halma,Minnesota,P001001,61
2726630,Halstad,Minnesota,P001001,597
2726666,Hamburg,Minnesota,P001001,513
2726738,Ham Lake,Minnesota,P001001,15296
2726828,Hammond,Minnesota,P001001,132
2726864,Hampton,Minnesota,P001001,689
2726936,Hancock,Minnesota,P001001,765
2726972,Hanley Falls,Minnesota,P001001,304
2726990,Hanover,Minnesota,P001001,2938
2727008,Hanska,Minnesota,P001001,402
2727098,Harding,Minnesota,P001001,125
2727116,Hardwick,Minnesota,P001001,198
2727188,Harmony,Minnesota,P001001,1020
2727278,Harris,Minnesota,P001001,1132
2727404,Hartland,Minnesota,P001001,315
2727530,Hastings,Minnesota,P001001,22172
2727566,Hatfield,Minnesota,P001001,54
2727746,Hawley,Minnesota,P001001,2067
2727872,Hayfield,Minnesota,P001001,1340
2727944,Hayward,Minnesota,P001001,250
2728016,Hazel Run,Minnesota,P001001,63
2728124,Hector,Minnesota,P001001,1151
2728214,Heidelberg,Minnesota,P001001,122
2728394,Henderson,Minnesota,P001001,886
2728430,Hendricks,Minnesota,P001001,713
2728484,Hendrum,Minnesota,P001001,307
2728520,Henning,Minnesota,P001001,802
2728574,Henriette,Minnesota,P001001,71
2728646,Herman,Minnesota,P001001,437
2728682,Hermantown,Minnesota,P001001,9414
2728700,Heron Lake,Minnesota,P001001,698
2728754,Hewitt,Minnesota,P001001,266
2728790,Hibbing,Minnesota,P001001,16361
2729096,Hill City,Minnesota,P001001,633
2729150,Hillman,Minnesota,P001001,38
2729204,Hills,Minnesota,P001001,686
2729258,Hilltop,Minnesota,P001001,744
2729294,Hinckley,Minnesota,P001001,1800
2729402,Hitterdal,Minnesota,P001001,201
2729474,Hoffman,Minnesota,P001001,681
2729510,Hokah,Minnesota,P001001,580
2729582,Holdingford,Minnesota,P001001,708
2729618,Holland,Minnesota,P001001,187
2729636,Hollandale,Minnesota,P001001,303
2729672,Holloway,Minnesota,P001001,92
2729870,Holt,Minnesota,P001001,88
2730014,Homer,Minnesota,P001001,181
2730140,Hopkins,Minnesota,P001001,17591
2730230,Houston,Minnesota,P001001,979
2730284,Howard Lake,Minnesota,P001001,1962
2730302,Hoyt Lakes,Minnesota,P001001,2017
2730392,Hugo,Minnesota,P001001,13332
2730446,Humboldt,Minnesota,P001001,45
2730644,Hutchinson,Minnesota,P001001,14178
2730806,Ihlen,Minnesota,P001001,63
2730842,Independence,Minnesota,P001001,3504
2730950,Inger,Minnesota,P001001,212
2731040,International Falls,Minnesota,P001001,6424
2731076,Inver Grove Heights,Minnesota,P001001,33880
2731094,Iona,Minnesota,P001001,137
2731238,Iron Junction,Minnesota,P001001,86
2731274,Ironton,Minnesota,P001001,572
2731328,Isanti,Minnesota,P001001,5251
2731472,Isle,Minnesota,P001001,751
2731526,Ivanhoe,Minnesota,P001001,559
2731562,Jackson,Minnesota,P001001,3299
2731706,Janesville,Minnesota,P001001,2256
2731760,Jasper,Minnesota,P001001,633
2731796,Jeffers,Minnesota,P001001,369
2731832,Jenkins,Minnesota,P001001,430
2732012,Johnson,Minnesota,P001001,29
2732174,Jordan,Minnesota,P001001,5470
2732372,Kandiyohi,Minnesota,P001001,491
2732444,Karlstad,Minnesota,P001001,760
2732462,Kasota,Minnesota,P001001,675
2732498,Kasson,Minnesota,P001001,5931
2732570,Keewatin,Minnesota,P001001,1068
2732606,Kelliher,Minnesota,P001001,262
2732642,Kellogg,Minnesota,P001001,456
2732732,Kennedy,Minnesota,P001001,193
2732750,Kenneth,Minnesota,P001001,68
2732768,Kensington,Minnesota,P001001,292
2732786,Kent,Minnesota,P001001,81
2732840,Kenyon,Minnesota,P001001,1815
2732876,Kerkhoven,Minnesota,P001001,759
2732912,Kerrick,Minnesota,P001001,65
2732966,Kettle River,Minnesota,P001001,180
2733056,Kiester,Minnesota,P001001,501
2733110,Kilkenny,Minnesota,P001001,134
2733164,Kimball,Minnesota,P001001,762
2733236,Kinbrae,Minnesota,P001001,12
2733344,Kingston,Minnesota,P001001,161
2733416,Kinney,Minnesota,P001001,169
2733866,La Crescent,Minnesota,P001001,4830
2733920,Lafayette,Minnesota,P001001,504
2734100,Lake Benton,Minnesota,P001001,683
2734136,Lake Bronson,Minnesota,P001001,229
2734172,Lake City,Minnesota,P001001,5063
2734190,Lake Crystal,Minnesota,P001001,2549
2734244,Lake Elmo,Minnesota,P001001,8069
2734316,Lakefield,Minnesota,P001001,1694
2734370,Lake George,Minnesota,P001001,230
2734478,Lake Henry,Minnesota,P001001,103
2734622,Lakeland,Minnesota,P001001,1796
2734658,Lakeland Shores,Minnesota,P001001,311
2734676,Lake Lillian,Minnesota,P001001,238
2734784,Lake Park,Minnesota,P001001,783
2734865,Lake St. Croix Beach,Minnesota,P001001,1051
2734928,Lake Shore,Minnesota,P001001,1004
2735180,Lakeville,Minnesota,P001001,55954
2735198,Lake Wilson,Minnesota,P001001,251
2735288,Lamberton,Minnesota,P001001,824
2735378,Lancaster,Minnesota,P001001,340
2735414,Landfall,Minnesota,P001001,686
2735450,Lanesboro,Minnesota,P001001,754
2735558,Lansing,Minnesota,P001001,181
2735612,Laporte,Minnesota,P001001,111
2735648,La Prairie,Minnesota,P001001,665
2735702,La Salle,Minnesota,P001001,87
2735720,Lastrup,Minnesota,P001001,104
2735738,Lauderdale,Minnesota,P001001,2379
2736134,Le Center,Minnesota,P001001,2499
2736404,Lengby,Minnesota,P001001,86
2736494,Leonard,Minnesota,P001001,41
2736530,Leonidas,Minnesota,P001001,52
2736548,Leota,Minnesota,P001001,209
2736620,Le Roy,Minnesota,P001001,929
2736728,Lester Prairie,Minnesota,P001001,1730
2736746,Le Sueur,Minnesota,P001001,4058
2736800,Lewiston,Minnesota,P001001,1620
2736818,Lewisville,Minnesota,P001001,250
2736836,Lexington,Minnesota,P001001,2049
2737016,Lilydale,Minnesota,P001001,623
2737304,Lindstrom,Minnesota,P001001,4442
2737322,Lino Lakes,Minnesota,P001001,20216
2737412,Lismore,Minnesota,P001001,227
2737448,Litchfield,Minnesota,P001001,6726
2737502,Little Canada,Minnesota,P001001,9773
2737556,Little Falls,Minnesota,P001001,8343
2737592,Littlefork,Minnesota,P001001,647
2737656,Little Rock,Minnesota,P001001,1208
2737970,Long Beach,Minnesota,P001001,335
2738006,Long Lake,Minnesota,P001001,1768
2738060,Long Prairie,Minnesota,P001001,3458
2738114,Longville,Minnesota,P001001,156
2738150,Lonsdale,Minnesota,P001001,3674
2738222,Loretto,Minnesota,P001001,650
2738258,Louisburg,Minnesota,P001001,47
2738366,Lowry,Minnesota,P001001,299
2738420,Lucan,Minnesota,P001001,191
2738546,Lutsen,Minnesota,P001001,190
2738564,Luverne,Minnesota,P001001,4745
2738654,Lyle,Minnesota,P001001,551
2738708,Lynd,Minnesota,P001001,448
2738888,Mabel,Minnesota,P001001,780
2738996,McGrath,Minnesota,P001001,80
2739014,McGregor,Minnesota,P001001,391
2739050,McIntosh,Minnesota,P001001,625
2739140,McKinley,Minnesota,P001001,128
2739230,Madelia,Minnesota,P001001,2308
2739266,Madison,Minnesota,P001001,1551
2739320,Madison Lake,Minnesota,P001001,1017
2739338,Magnolia,Minnesota,P001001,222
2739392,Mahnomen,Minnesota,P001001,1214
2739394,Mahnomen,Minnesota,P001001,239
2739428,Mahtomedi,Minnesota,P001001,7676
2739446,Mahtowa,Minnesota,P001001,370
2739716,Manchester,Minnesota,P001001,57
2739806,Manhattan Beach,Minnesota,P001001,57
2739878,Mankato,Minnesota,P001001,39309
2739986,Mantorville,Minnesota,P001001,1197
2740166,Maple Grove,Minnesota,P001001,61567
2740220,Maple Lake,Minnesota,P001001,2059
2740256,Maple Plain,Minnesota,P001001,1768
2740310,Mapleton,Minnesota,P001001,1756
2740346,Mapleview,Minnesota,P001001,176
2740382,Maplewood,Minnesota,P001001,38018
2740418,Marble,Minnesota,P001001,701
2740526,Marietta,Minnesota,P001001,162
2740562,Marine on St. Croix,Minnesota,P001001,689
2740688,Marshall,Minnesota,P001001,13680
2740814,Martin Lake,Minnesota,P001001,933
2741138,Mayer,Minnesota,P001001,1749
2741210,Maynard,Minnesota,P001001,366
2741282,Mazeppa,Minnesota,P001001,842
2741372,Meadowlands,Minnesota,P001001,134
2741426,Medford,Minnesota,P001001,1239
2741462,Medicine Lake,Minnesota,P001001,371
2741480,Medina,Minnesota,P001001,4892
2741534,Meire Grove,Minnesota,P001001,179
2741570,Melrose,Minnesota,P001001,3598
2741660,Menahga,Minnesota,P001001,1306
2741678,Mendota,Minnesota,P001001,198
2741696,Mendota Heights,Minnesota,P001001,11071
2741714,Mentor,Minnesota,P001001,153
2741804,Merrifield,Minnesota,P001001,140
2741912,Middle River,Minnesota,P001001,303
2742010,Midway,Minnesota,P001001,26
2742092,Miesville,Minnesota,P001001,125
2742110,Milaca,Minnesota,P001001,2946
2742146,Milan,Minnesota,P001001,369
2742254,Millerville,Minnesota,P001001,106
2742290,Millville,Minnesota,P001001,182
2742362,Milroy,Minnesota,P001001,252
2742398,Miltona,Minnesota,P001001,424
2743000,Minneapolis,Minnesota,P001001,382578
2743036,Minneiska,Minnesota,P001001,111
2743126,Minneota,Minnesota,P001001,1392
2743144,Minnesota City,Minnesota,P001001,204
2743198,Minnesota Lake,Minnesota,P001001,687
2743252,Minnetonka,Minnesota,P001001,49734
2743270,Minnetonka Beach,Minnesota,P001001,539
2743306,Minnetrista,Minnesota,P001001,6384
2743540,Mizpah,Minnesota,P001001,56
2743720,Montevideo,Minnesota,P001001,5383
2743738,Montgomery,Minnesota,P001001,2956
2743774,Monticello,Minnesota,P001001,12759
2743810,Montrose,Minnesota,P001001,2847
2743864,Moorhead,Minnesota,P001001,38065
2743954,Moose Lake,Minnesota,P001001,2751
2744044,Mora,Minnesota,P001001,3571
2744116,Morgan,Minnesota,P001001,896
2744242,Morris,Minnesota,P001001,5286
2744296,Morristown,Minnesota,P001001,987
2744368,Morton,Minnesota,P001001,411
2744422,Motley,Minnesota,P001001,671
2744476,Mound,Minnesota,P001001,9052
2744530,Mounds View,Minnesota,P001001,12155
2744548,Mountain Iron,Minnesota,P001001,2869
2744566,Mountain Lake,Minnesota,P001001,2104
2744818,Murdock,Minnesota,P001001,278
2744890,Myrtle,Minnesota,P001001,48
2744944,Nashua,Minnesota,P001001,68
2744980,Nashwauk,Minnesota,P001001,983
2745016,Nassau,Minnesota,P001001,72
2745052,Naytahwaush,Minnesota,P001001,578
2745106,Nelson,Minnesota,P001001,187
2745196,Nerstrand,Minnesota,P001001,295
2745268,Nett Lake,Minnesota,P001001,284
2745340,Nevis,Minnesota,P001001,390
2745376,New Auburn,Minnesota,P001001,456
2745430,New Brighton,Minnesota,P001001,21456
2745520,Newfolden,Minnesota,P001001,368
2745556,New Germany,Minnesota,P001001,372
2745628,New Hope,Minnesota,P001001,20339
2745682,New London,Minnesota,P001001,1251
2745772,New Munich,Minnesota,P001001,320
2745790,Newport,Minnesota,P001001,3435
2745808,New Prague,Minnesota,P001001,7321
2745862,New Richland,Minnesota,P001001,1203
2746024,New Trier,Minnesota,P001001,112
2746042,New Ulm,Minnesota,P001001,13522
2746060,New York Mills,Minnesota,P001001,1199
2746150,Nicollet,Minnesota,P001001,1093
2746258,Nielsville,Minnesota,P001001,90
2746294,Nimrod,Minnesota,P001001,69
2746348,Nisswa,Minnesota,P001001,1971
2746492,Norcross,Minnesota,P001001,70
2746798,North Branch,Minnesota,P001001,10125
2746924,Northfield,Minnesota,P001001,20007
2747068,North Mankato,Minnesota,P001001,13394
2747104,North Oaks,Minnesota,P001001,4469
2747122,Northome,Minnesota,P001001,200
2747212,Northrop,Minnesota,P001001,227
2747221,North St. Paul,Minnesota,P001001,11460
2747520,Norwood Young America,Minnesota,P001001,3549
2747536,Nowthen,Minnesota,P001001,4443
2747680,Oakdale,Minnesota,P001001,27378
2747690,Oak Grove,Minnesota,P001001,8031
2747914,Oak Park Heights,Minnesota,P001001,4339
2747923,Oakport,Minnesota,P001001,1387
2748058,Odessa,Minnesota,P001001,135
2748094,Odin,Minnesota,P001001,106
2748130,Ogema,Minnesota,P001001,184
2748166,Ogilvie,Minnesota,P001001,369
2748184,Okabena,Minnesota,P001001,188
2748202,Oklee,Minnesota,P001001,435
2748256,Olivia,Minnesota,P001001,2484
2748310,Onamia,Minnesota,P001001,878
2748562,Ormsby,Minnesota,P001001,131
2748580,Orono,Minnesota,P001001,7437
2748598,Oronoco,Minnesota,P001001,1300
2748634,Orr,Minnesota,P001001,267
2748706,Ortonville,Minnesota,P001001,1916
2748760,Osage,Minnesota,P001001,323
2748796,Osakis,Minnesota,P001001,1740
2748976,Oslo,Minnesota,P001001,330
2749012,Osseo,Minnesota,P001001,2430
2749030,Ostrander,Minnesota,P001001,254
2749138,Otsego,Minnesota,P001001,13571
2749210,Ottertail,Minnesota,P001001,572
2749300,Owatonna,Minnesota,P001001,25599
2749498,Palisade,Minnesota,P001001,167
2749732,Parkers Prairie,Minnesota,P001001,1011
2749768,Park Rapids,Minnesota,P001001,3709
2749966,Paynesville,Minnesota,P001001,2432
2750056,Pease,Minnesota,P001001,242
2750164,Pelican Rapids,Minnesota,P001001,2464
2750200,Pemberton,Minnesota,P001001,247
2750344,Pennock,Minnesota,P001001,508
2750416,Pequot Lakes,Minnesota,P001001,2162
2750470,Perham,Minnesota,P001001,2985
2750506,Perley,Minnesota,P001001,92
2750596,Peterson,Minnesota,P001001,199
2750776,Pierz,Minnesota,P001001,1393
2750902,Pillager,Minnesota,P001001,469
2751028,Pine Bend,Minnesota,P001001,28
2751064,Pine City,Minnesota,P001001,3123
2751136,Pine Island,Minnesota,P001001,3263
2751234,Pine Point,Minnesota,P001001,338
2751280,Pine River,Minnesota,P001001,944
2751316,Pine Springs,Minnesota,P001001,408
2751388,Pipestone,Minnesota,P001001,4317
2751424,Plainview,Minnesota,P001001,3340
2751460,Plato,Minnesota,P001001,320
2751712,Plummer,Minnesota,P001001,292
2751730,Plymouth,Minnesota,P001001,70576
2751892,Ponemah,Minnesota,P001001,724
2752144,Porter,Minnesota,P001001,183
2752450,Preston,Minnesota,P001001,1325
2752522,Princeton,Minnesota,P001001,4698
2752558,Prinsburg,Minnesota,P001001,497
2752594,Prior Lake,Minnesota,P001001,22796
2752630,Proctor,Minnesota,P001001,3057
2752756,Quamba,Minnesota,P001001,123
2752882,Racine,Minnesota,P001001,442
2753026,Ramsey,Minnesota,P001001,23668
2753080,Randall,Minnesota,P001001,650
2753098,Randolph,Minnesota,P001001,436
2753134,Ranier,Minnesota,P001001,145
2753296,Raymond,Minnesota,P001001,764
2753386,Redby,Minnesota,P001001,1334
2753458,Red Lake,Minnesota,P001001,1731
2753476,Red Lake Falls,Minnesota,P001001,1427
2753620,Red Wing,Minnesota,P001001,16459
2753656,Redwood Falls,Minnesota,P001001,5254
2753710,Regal,Minnesota,P001001,34
2753782,Remer,Minnesota,P001001,370
2753890,Renville,Minnesota,P001001,1287
2753908,Revere,Minnesota,P001001,95
2753998,Rice,Minnesota,P001001,1275
2754056,Rice Lake,Minnesota,P001001,235
2754214,Richfield,Minnesota,P001001,35228
2754268,Richmond,Minnesota,P001001,1422
2754340,Richville,Minnesota,P001001,96
2754596,Riverland,Minnesota,P001001,276
2754736,Riverton,Minnesota,P001001,117
2754808,Robbinsdale,Minnesota,P001001,13953
2754880,Rochester,Minnesota,P001001,106769
2754934,Rock Creek,Minnesota,P001001,1628
2755006,Rockford,Minnesota,P001001,4316
2755078,Rockville,Minnesota,P001001,2448
2755186,Rogers,Minnesota,P001001,8597
2755276,Rollingstone,Minnesota,P001001,664
2755366,Ronneby,Minnesota,P001001,67
2755438,Roosevelt,Minnesota,P001001,151
2755510,Roscoe,Minnesota,P001001,102
2755546,Roseau,Minnesota,P001001,2633
2755600,Rose Creek,Minnesota,P001001,394
2755726,Rosemount,Minnesota,P001001,21874
2755852,Roseville,Minnesota,P001001,33660
2756014,Rothsay,Minnesota,P001001,493
2756086,Round Lake,Minnesota,P001001,376
2756176,Royalton,Minnesota,P001001,1242
2756212,Roy Lake,Minnesota,P001001,12
2756266,Rush City,Minnesota,P001001,3079
2756284,Rushford,Minnesota,P001001,1731
2756302,Rushford Village,Minnesota,P001001,807
2756338,Rushmore,Minnesota,P001001,342
2756428,Russell,Minnesota,P001001,338
2756482,Ruthton,Minnesota,P001001,241
2756518,Rutledge,Minnesota,P001001,229
2756554,Sabin,Minnesota,P001001,522
2756572,Sacred Heart,Minnesota,P001001,548
2756680,St. Anthony (Hennepin and Ramsey Counties),Minnesota,P001001,8226
2756698,St. Anthony (Stearns County),Minnesota,P001001,86
2756724,St. Augusta,Minnesota,P001001,3317
2756770,St. Bonifacius,Minnesota,P001001,2283
2756788,St. Charles,Minnesota,P001001,3735
2756824,St. Clair,Minnesota,P001001,868
2756896,St. Cloud,Minnesota,P001001,65842
2756950,St. Francis,Minnesota,P001001,7218
2757022,St. Hilaire,Minnesota,P001001,279
2757040,St. James,Minnesota,P001001,4605
2757130,St. Joseph,Minnesota,P001001,6534
2757202,St. Leo,Minnesota,P001001,100
2757220,St. Louis Park,Minnesota,P001001,45250
2757238,St. Martin,Minnesota,P001001,308
2757292,St. Marys Point,Minnesota,P001001,368
2757346,St. Michael,Minnesota,P001001,16399
2758000,St. Paul,Minnesota,P001001,285068
2758018,St. Paul Park,Minnesota,P001001,5279
2758036,St. Peter,Minnesota,P001001,11196
2758072,St. Rosa,Minnesota,P001001,68
2758090,St. Stephen,Minnesota,P001001,851
2758144,St. Vincent,Minnesota,P001001,64
2758306,Sanborn,Minnesota,P001001,339
2758396,Sandstone,Minnesota,P001001,2849
2758576,Sargeant,Minnesota,P001001,61
2758612,Sartell,Minnesota,P001001,15876
2758648,Sauk Centre,Minnesota,P001001,4317
2758684,Sauk Rapids,Minnesota,P001001,12773
2758738,Savage,Minnesota,P001001,26911
2758900,Scandia,Minnesota,P001001,3936
2758936,Scanlon,Minnesota,P001001,991
2759098,Seaforth,Minnesota,P001001,86
2759116,Searles,Minnesota,P001001,171
2759152,Sebeka,Minnesota,P001001,711
2759188,Sedan,Minnesota,P001001,45
2759314,Shafer,Minnesota,P001001,1045
2759350,Shakopee,Minnesota,P001001,37076
2759566,Shelly,Minnesota,P001001,191
2759620,Sherburn,Minnesota,P001001,1137
2759782,Shevlin,Minnesota,P001001,176
2759998,Shoreview,Minnesota,P001001,25043
2760016,Shorewood,Minnesota,P001001,7307
2760250,Silver Bay,Minnesota,P001001,1887
2760322,Silver Creek,Minnesota,P001001,256
2760376,Silver Lake,Minnesota,P001001,837
2760754,Skyline,Minnesota,P001001,289
2760808,Slayton,Minnesota,P001001,2153
2760844,Sleepy Eye,Minnesota,P001001,3599
2761006,Sobieski,Minnesota,P001001,195
2761114,Solway,Minnesota,P001001,96
2761204,Soudan,Minnesota,P001001,446
2761308,South End,Minnesota,P001001,25
2761402,South Haven,Minnesota,P001001,187
2761492,South St. Paul,Minnesota,P001001,20160
2761690,Spicer,Minnesota,P001001,1167
2761816,Springfield,Minnesota,P001001,2152
2761852,Spring Grove,Minnesota,P001001,1330
2761888,Spring Hill,Minnesota,P001001,85
2761996,Spring Lake Park,Minnesota,P001001,6412
2762014,Spring Park,Minnesota,P001001,1669
2762104,Spring Valley,Minnesota,P001001,2479
2762284,Squaw Lake,Minnesota,P001001,107
2762320,Stacy,Minnesota,P001001,1456
2762356,Stanchfield,Minnesota,P001001,118
2762446,Staples,Minnesota,P001001,2981
2762500,Starbuck,Minnesota,P001001,1302
2762662,Steen,Minnesota,P001001,180
2762698,Stephen,Minnesota,P001001,658
2762788,Stewart,Minnesota,P001001,571
2762806,Stewartville,Minnesota,P001001,5916
2762824,Stillwater,Minnesota,P001001,18225
2762896,Stockton,Minnesota,P001001,697
2763022,Storden,Minnesota,P001001,219
2763112,Strandquist,Minnesota,P001001,69
2763130,Strathcona,Minnesota,P001001,44
2763220,Sturgeon Lake,Minnesota,P001001,439
