Real Property Class,Year of Year,County Name,Municipality,Re Class Name2,Assessed Value
Residential,2003,BAYFIELD,04010 BELL (T),Residential,34212000
Residential,2003,COLUMBIA,11016 HAMPDEN (T),Residential,19049300
Residential,2003,DANE,13014 BURKE (T),Residential,188701500
Residential,2003,DODGE,14034 OAK GROVE (T),Residential,38641100
Residential,2003,DUNN,17016 MENOMONIE (T),Residential,108059900
Residential,2003,IOWA,25008 DODGEVILLE (T),Residential,54508304
Residential,2003,JUNEAU,29016 KINGSTON (T),Residential,1369300
Residential,2003,LAFAYETTE,33002 ARGYLE (T),Residential,11014500
Residential,2003,LAFAYETTE,33032 WHITE OAK SPRINGS (T),Residential,390500
Residential,2003,MARATHON,37040 HEWITT (T),Residential,14363500
Residential,2004,CLARK,10008 DEWHURST (T),Residential,46202400
Residential,2004,GRANT,22062 WINGVILLE (T),Residential,3181040
Residential,2004,JUNEAU,29016 KINGSTON (T),Residential,1351100
Residential,2004,MARATHON,37076 STETTIN (T),Residential,122066200
Residential,2004,DANE,13060 VERMONT (T),Residential,58312700
Residential,2004,MARATHON,37034 HALSEY (T),Residential,13553700
Residential,2004,MARINETTE,38036 WAUSAUKEE (T),Residential,108464700
Residential,2004,DANE,13044 PERRY (T),Residential,23706300
Residential,2004,FLORENCE,19016 TIPLER (T),Residential,12877600
Residential,2004,FOND DU LAC,20028 METOMEN (T),Residential,19483760
Residential,2004,MANITOWOC,36008 EATON (T),Residential,34693000
Residential,2004,BUFFALO,06030 NAPLES (T),Residential,9450300
Residential,2004,DANE,13014 BURKE (T),Residential,199865100
Residential,2004,DANE,13062 VERONA (T),Residential,192902350
Residential,2004,MARATHON,37078 TEXAS (T),Residential,65609100
Residential,2004,MARINETTE,38002 AMBERG (T),Residential,37885118
Residential,2004,BARRON,03004 ARLAND (T),Residential,13896500
Residential,2004,CLARK,10010 EATON (T),Residential,12659500
Residential,2004,DODGE,14010 CHESTER (T),Residential,20498300
Residential,2004,DOUGLAS,16020 MAPLE (T),Residential,17755000
Residential,2004,GREEN,23010 CLARNO (T),Residential,26947100
Residential,2004,LINCOLN,35016 PINE RIVER (T),Residential,67769800
Residential,2004,IOWA,25008 DODGEVILLE (T),Residential,84237900
Residential,2004,IRON,26002 ANDERSON (T),Residential,7161000
Residential,2004,LA CROSSE,32008 CAMPBELL (T),Residential,163790500
Residential,2004,LANGLADE,34002 ACKLEY (T),Residential,13620400
Residential,2004,MARATHON,37074 SPENCER (T),Residential,57100400
Residential,2004,CHIPPEWA,09028 HALLIE (T),Residential,5450800
Residential,2004,CHIPPEWA,09032 HOWARD (T),Residential,20514100
Residential,2004,CLARK,10012 FOSTER (T),Residential,9454620
Residential,2004,COLUMBIA,11016 HAMPDEN (T),Residential,19948400
Residential,2004,FLORENCE,19014 LONG LAKE (T),Residential,20126200
Residential,2004,FOREST,21002 ALVIN (T),Residential,17696400
Residential,2004,BARRON,03002 ALMENA (T),Residential,115834400
Residential,2004,BAYFIELD,04010 BELL (T),Residential,35427600
Residential,2004,BUFFALO,06032 NELSON (T),Residential,11520425
Residential,2004,CLARK,10034 LYNN (T),Residential,14126400
Residential,2004,DUNN,17016 MENOMONIE (T),Residential,113356000
Residential,2004,ADAMS,01020 NEW CHESTER (T),Residential,45728700
Residential,2004,BARRON,03034 PRAIRIE FARM (T),Residential,11060600
Residential,2004,BURNETT,07026 SAND LAKE (T),Residential,44117500
Residential,2004,CLARK,10006 COLBY (T),Residential,10685400
Residential,2004,BAYFIELD,04012 CABLE (T),Residential,67823400
Residential,2004,BUFFALO,06034 WAUMANDEE (T),Residential,8402000
Residential,2004,DANE,13016 CHRISTIANA (T),Residential,57255300
Residential,2004,LAFAYETTE,33032 WHITE OAK SPRINGS (T),Residential,728500
Residential,2004,MARATHON,37038 HARRISON (T),Residential,8669100
Residential,2004,BROWN,05010 EATON (T),Residential,65084900
Residential,2004,GREEN,23012 DECATUR (T),Residential,69947000
Residential,2004,DANE,13018 COTTAGE GROVE (T),Residential,255730000
Residential,2004,JUNEAU,29014 KILDARE (T),Residential,28282200
Residential,2004,CHIPPEWA,09024 ESTELLA (T),Residential,14683500
Residential,2004,FOND DU LAC,20002 ALTO (T),Residential,36119550
Residential,2004,GRANT,22038 MOUNT HOPE (T),Residential,1390600
Residential,2004,MANITOWOC,36012 GIBSON (T),Residential,43311200
Residential,2004,MANITOWOC,36010 FRANKLIN (T),Residential,60592800
Residential,2004,MARATHON,37040 HEWITT (T),Residential,15117500
Residential,2004,COLUMBIA,11014 FOUNTAIN PRAIRIE (T),Residential,28501800
Residential,2004,DODGE,14034 OAK GROVE (T),Residential,39790300
Residential,2004,DODGE,14036 PORTLAND (T),Residential,45031000
Residential,2004,DOOR,15010 FORESTVILLE (T),Residential,31544900
Residential,2004,GREEN LAKE,24002 BERLIN (T),Residential,50040400
Residential,2004,LAFAYETTE,33002 ARGYLE (T),Residential,11395800
Residential,2004,MARATHON,37036 HAMBURG (T),Residential,19663800
Residential,2004,CHIPPEWA,09026 GOETZ (T),Residential,16130100
Residential,2004,DODGE,14038 RUBICON (T),Residential,108713550
Residential,2004,GRANT,22008 CASSVILLE (T),Residential,5561400
Residential,2004,GRANT,22040 MOUNT IDA (T),Residential,4047200
Residential,2005,CLARK,10012 FOSTER (T),Residential,9556720
Residential,2005,DOUGLAS,16020 MAPLE (T),Residential,18992500
Residential,2005,FLORENCE,19016 TIPLER (T),Residential,13225700
Residential,2005,FOND DU LAC,20028 METOMEN (T),Residential,19923950
Residential,2005,DANE,13044 PERRY (T),Residential,24827000
Residential,2005,IRON,26020 SHERMAN (T),Residential,67862300
Residential,2005,BARRON,03004 ARLAND (T),Residential,14720800
Residential,2005,GREEN,23010 CLARNO (T),Residential,29243000
Residential,2005,MANITOWOC,36008 EATON (T),Residential,35276100
Residential,2005,MARATHON,37076 STETTIN (T),Residential,129075000
Residential,2005,DANE,13014 BURKE (T),Residential,215134100
Residential,2005,DANE,13062 VERONA (T),Residential,195614250
Residential,2005,MARATHON,37036 HAMBURG (T),Residential,26242800
Residential,2005,MARINETTE,38002 AMBERG (T),Residential,38854998
Residential,2005,CHIPPEWA,09028 HALLIE (T),Residential,5456800
Residential,2005,CHIPPEWA,09032 HOWARD (T),Residential,21539800
Residential,2005,FLORENCE,19014 LONG LAKE (T),Residential,21512900
Residential,2005,MANITOWOC,36010 FRANKLIN (T),Residential,61771000
Residential,2005,BUFFALO,06030 NAPLES (T),Residential,10217900
Residential,2005,BUFFALO,06032 NELSON (T),Residential,11962000
Residential,2005,DODGE,14010 CHESTER (T),Residential,20665700
Residential,2005,GRANT,22062 WINGVILLE (T),Residential,3273940
Residential,2005,LA CROSSE,32008 CAMPBELL (T),Residential,166410200
Residential,2005,LANGLADE,34002 ACKLEY (T),Residential,14256100
Residential,2005,LINCOLN,35016 PINE RIVER (T),Residential,70982300
Residential,2005,MARATHON,37074 SPENCER (T),Residential,61061100
Residential,2005,DODGE,14038 RUBICON (T),Residential,112454800
Residential,2005,IOWA,25008 DODGEVILLE (T),Residential,88035200
Residential,2005,IRON,26002 ANDERSON (T),Residential,8040100
Residential,2005,MARATHON,37078 TEXAS (T),Residential,66693300
Residential,2005,COLUMBIA,11014 FOUNTAIN PRAIRIE (T),Residential,31490400
Residential,2005,COLUMBIA,11016 HAMPDEN (T),Residential,22346800
Residential,2005,MANITOWOC,36012 GIBSON (T),Residential,56787300
Residential,2005,BARRON,03002 ALMENA (T),Residential,119350700
Residential,2005,CHIPPEWA,09026 GOETZ (T),Residential,17133500
Residential,2005,DANE,13016 CHRISTIANA (T),Residential,58388300
Residential,2005,DANE,13018 COTTAGE GROVE (T),Residential,261058300
Residential,2005,JUNEAU,29014 KILDARE (T),Residential,33885800
Residential,2005,LAFAYETTE,33032 WHITE OAK SPRINGS (T),Residential,801800
Residential,2005,MARATHON,37038 HARRISON (T),Residential,9030900
Residential,2005,BARRON,03034 PRAIRIE FARM (T),Residential,11152000
Residential,2005,BAYFIELD,04010 BELL (T),Residential,72796900
Residential,2005,CLARK,10006 COLBY (T),Residential,13718900
Residential,2005,DUNN,17016 MENOMONIE (T),Residential,165736600
Residential,2005,GREEN,23012 DECATUR (T),Residential,95341100
Residential,2005,BURNETT,07026 SAND LAKE (T),Residential,45020400
Residential,2005,CLARK,10010 EATON (T),Residential,13323200
Residential,2005,CLARK,10034 LYNN (T),Residential,14743800
Residential,2005,DODGE,14034 OAK GROVE (T),Residential,40523000
Residential,2005,DOUGLAS,16022 OAKLAND (T),Residential,58312050
Residential,2005,MARATHON,37034 HALSEY (T),Residential,14356900
Residential,2005,ADAMS,01020 NEW CHESTER (T),Residential,47121300
Residential,2005,CHIPPEWA,09024 ESTELLA (T),Residential,15465000
Residential,2005,GRANT,22038 MOUNT HOPE (T),Residential,1536200
Residential,2007,BROWN,05116 DENMARK (V),Residential,66518800
Residential,2007,COLUMBIA,11176 RANDOLPH (V),Residential,18554300
Residential,2007,BARRON,03151 NEW AUBURN (V),Residential,603500
Residential,2007,BROWN,05106 BELLEVUE (V),Residential,572544000
Residential,2007,DANE,13151 MAPLE BLUFF (V),Residential,291182700
Residential,2007,BROWN,05126 HOBART (V),Residential,542991500
Residential,2007,DODGE,14177 REESEVILLE (V),Residential,22519700
Residential,2007,DODGE,14176 RANDOLPH (V),Residential,46593100
Residential,2007,DANE,13176 ROCKDALE (V),Residential,12568800
Residential,2007,COLUMBIA,11177 RIO (V),Residential,42693300
Residential,2008,BROWN,05116 DENMARK (V),Residential,89877200
Residential,2008,BARRON,03151 NEW AUBURN (V),Residential,728500
Residential,2008,BROWN,05106 BELLEVUE (V),Residential,720047200
Residential,2008,BUFFALO,06111 COCHRANE (V),Residential,16767900
Residential,2008,COLUMBIA,11176 RANDOLPH (V),Residential,18644300
Residential,2008,DODGE,14176 RANDOLPH (V),Residential,47829900
Residential,2008,DANE,13176 ROCKDALE (V),Residential,13093000
Residential,2008,DODGE,14177 REESEVILLE (V),Residential,22997100
Residential,2008,COLUMBIA,11177 RIO (V),Residential,43433400
Residential,2009,BROWN,05116 DENMARK (V),Residential,91004600
Residential,2009,COLUMBIA,11176 RANDOLPH (V),Residential,18675500
Residential,2009,BUFFALO,06111 COCHRANE (V),Residential,16803800
Residential,2009,BARRON,03151 NEW AUBURN (V),Residential,733500
Residential,2009,BROWN,05106 BELLEVUE (V),Residential,726736100
Residential,2009,DANE,13151 MAPLE BLUFF (V),Residential,365531400
Residential,2009,DANE,13176 ROCKDALE (V),Residential,13083700
Residential,2010,IOWA,25108 BLANCHARDVILLE (V),Residential,8092000
Residential,2003,BROWN,05191 WRIGHTSTOWN (V),Residential,89786500
Residential,2003,DANE,13154 MCFARLAND (V),Residential,367549100
Residential,2003,CALUMET,08136 HILBERT (V),Residential,30912600
Residential,2003,CHIPPEWA,09111 CADOTT (V),Residential,30394500
Residential,2003,CLARK,10191 WITHEE (V),Residential,7434600
Residential,2003,DANE,13108 BLUE MOUNDS (V),Residential,29768800
Residential,2003,DANE,13152 MARSHALL (V),Residential,125266900
Residential,2003,DOOR,15127 FORESTVILLE (V),Residential,13030800
Residential,2003,CRAWFORD,12146 LYNXVILLE (V),Residential,4624100
Residential,2003,DANE,13153 MAZOMANIE (V),Residential,57225800
Residential,2003,DODGE,14143 KEKOSKEE (V),Residential,6419650
Residential,2003,CALUMET,08160 POTTER (V),Residential,7466450
Residential,2003,DOOR,15181 SISTER BAY (V),Residential,203668300
Residential,2003,CRAWFORD,12182 STEUBEN (V),Residential,1508900
Residential,2003,CRAWFORD,12106 BELL CENTER (V),Residential,1649950
Residential,2003,CRAWFORD,12181 SOLDIERS GROVE (V),Residential,8537400
Residential,2003,CRAWFORD,12151 MOUNT STERLING (V),Residential,4051800
Residential,2003,DODGE,14136 HUSTISFORD (V),Residential,43061200
Residential,2003,CHIPPEWA,09161 NEW AUBURN (V),Residential,10383600
Residential,2003,DANE,13157 MOUNT HOREB (V),Residential,267737100
Residential,2003,CHIPPEWA,09106 BOYD (V),Residential,13437200
Residential,2003,DODGE,14141 IRON RIDGE (V),Residential,25139900
Residential,2003,DANE,13107 BLACK EARTH (V),Residential,51379600
Residential,2003,DANE,13176 ROCKDALE (V),Residential,8845200
Residential,2003,DANE,13165 OREGON (V),Residential,387103700
Residential,2003,CALUMET,08181 STOCKBRIDGE (V),Residential,32393700
Residential,2003,CLARK,10116 DORCHESTER (V),Residential,15605800
Residential,2003,CLARK,10131 GRANTON (V),Residential,8289370
Residential,2003,CRAWFORD,12116 DE SOTO (V),Residential,1236300
Residential,2003,CRAWFORD,12126 FERRYVILLE (V),Residential,9976800
Residential,2003,DANE,13106 BELLEVILLE (V),Residential,81392200
Residential,2003,BARRON,03171 PRAIRIE FARM (V),Residential,9360100
Residential,2003,BROWN,05136 HOWARD (V),Residential,619333100
Residential,2003,BROWN,05171 PULASKI (V),Residential,74695200
Residential,2003,CLARK,10111 CURTISS (V),Residential,3406900
Residential,2003,COLUMBIA,11101 ARLINGTON (V),Residential,25216600
Residential,2003,CRAWFORD,12191 WAUZEKA (V),Residential,13286100
Residential,2003,DODGE,14106 BROWNSVILLE (V),Residential,24584050
Residential,2003,DOOR,15121 EPHRAIM (V),Residential,207782300
Residential,2003,COLUMBIA,11111 CAMBRIA (V),Residential,20658300
Residential,2003,BARRON,03186 TURTLE LAKE (V),Residential,14953000
Residential,2003,CALUMET,08179 SHERWOOD (V),Residential,117883300
Residential,2003,CRAWFORD,12121 EASTMAN (V),Residential,7362752
Residential,2003,BUFFALO,06154 NELSON (V),Residential,6484500
Residential,2003,COLUMBIA,11191 WYOCENA (V),Residential,20211700
Residential,2003,DANE,13191 WAUNAKEE (V),Residential,612238300
Residential,2003,DODGE,14111 CLYMAN (V),Residential,11056500
Residential,2004,CALUMET,08136 HILBERT (V),Residential,31912400
Residential,2004,CHIPPEWA,09111 CADOTT (V),Residential,31491800
Residential,2004,CLARK,10191 WITHEE (V),Residential,7537000
Residential,2004,CRAWFORD,12151 MOUNT STERLING (V),Residential,4047800
Residential,2004,DANE,13152 MARSHALL (V),Residential,127882200
Residential,2004,DODGE,14141 IRON RIDGE (V),Residential,25151500
Residential,2004,BROWN,05191 WRIGHTSTOWN (V),Residential,95681000
Residential,2004,CHIPPEWA,09106 BOYD (V),Residential,13936500
Residential,2004,CRAWFORD,12182 STEUBEN (V),Residential,1602100
Residential,2004,CRAWFORD,12181 SOLDIERS GROVE (V),Residential,11766600
Residential,2004,DOOR,15127 FORESTVILLE (V),Residential,17468900
Residential,2004,CRAWFORD,12146 LYNXVILLE (V),Residential,4657900
Residential,2004,DANE,13153 MAZOMANIE (V),Residential,74130600
Residential,2004,DANE,13154 MCFARLAND (V),Residential,483008300
Residential,2005,SAUK,56291 WISCONSIN DELLS (C),Residential,3183900
Residential,2005,SAWYER,57236 HAYWARD (C),Residential,78379700
Residential,2005,SHAWANO,58252 MARION (C),Residential,204100
Residential,2005,SHAWANO,58281 SHAWANO (C),Residential,233888300
Residential,2005,SHEBOYGAN,59271 PLYMOUTH (C),Residential,283427600
Residential,2005,SHEBOYGAN,59281 SHEBOYGAN (C),Residential,1342846700
Residential,2005,SHEBOYGAN,59282 SHEBOYGAN FALLS (C),Residential,278819800
Residential,2005,TAYLOR,60251 MEDFORD (C),Residential,128743900
Residential,2005,TREMPEALEAU,61201 ARCADIA (C),Residential,59744700
Residential,2005,TREMPEALEAU,61206 BLAIR (C),Residential,24016200
Residential,2005,TREMPEALEAU,61231 GALESVILLE (C),Residential,51889300
Residential,2005,TREMPEALEAU,61241 INDEPENDENCE (C),Residential,32734800
Residential,2005,TREMPEALEAU,61265 OSSEO (C),Residential,47948800
Residential,2005,TREMPEALEAU,61291 WHITEHALL (C),Residential,41131900
Residential,2005,VERNON,62236 HILLSBORO (C),Residential,33610900
Residential,2005,VERNON,62286 VIROQUA (C),Residential,121054950
Residential,2005,VERNON,62291 WESTBY (C),Residential,56289400
Residential,2005,VILAS,63221 EAGLE RIVER (C),Residential,68895900
Residential,2005,WALWORTH,64206 BURLINGTON (C),Residential,0
Residential,2005,WALWORTH,64216 DELAVAN (C),Residential,222161800
Residential,2005,WALWORTH,64221 ELKHORN (C),Residential,357060600
Residential,2005,WALWORTH,64246 LAKE GENEVA (C),Residential,716097400
Residential,2005,WALWORTH,64291 WHITEWATER (C),Residential,292168000
Residential,2005,WASHBURN,65282 SHELL LAKE (C),Residential,103605800
Residential,2005,WASHBURN,65281 SPOONER (C),Residential,64830200
Residential,2005,WASHINGTON,66236 HARTFORD (C),Residential,630757600
Residential,2005,WASHINGTON,66251 MILWAUKEE (C),Residential,0
Residential,2005,WASHINGTON,66291 WEST BEND (C),Residential,1545214210
Residential,2005,WAUKESHA,67206 BROOKFIELD (C),Residential,3346828900
Residential,2005,WAUKESHA,67216 DELAFIELD (C),Residential,786519004
Residential,2005,WAUKESHA,67250 MILWAUKEE (C),Residential,0
Residential,2005,WAUKESHA,67251 MUSKEGO (C),Residential,2004012260
Residential,2005,WAUKESHA,67261 NEW BERLIN (C),Residential,3070521100
Residential,2005,WAUKESHA,67265 OCONOMOWOC (C),Residential,961631500
Residential,2005,WAUKESHA,67270 PEWAUKEE (C),Residential,1248708180
Residential,2005,WAUKESHA,67291 WAUKESHA (C),Residential,3600583400
Residential,2005,WAUPACA,68211 CLINTONVILLE (C),Residential,114184800
Residential,2005,WAUPACA,68251 MANAWA (C),Residential,40611200
Residential,2005,WAUPACA,68252 MARION (C),Residential,34800900
Residential,2005,WAUPACA,68261 NEW LONDON (C),Residential,135323000
Residential,2005,WAUPACA,68291 WAUPACA (C),Residential,174832600
Residential,2005,WAUPACA,68292 WEYAUWEGA (C),Residential,51531400
Residential,2005,WAUSHARA,69206 BERLIN (C),Residential,4320100
Residential,2005,WAUSHARA,69291 WAUTOMA (C),Residential,39041800
Residential,2005,WINNEBAGO,70201 APPLETON (C),Residential,8614800
Residential,2005,WINNEBAGO,70251 MENASHA (C),Residential,547533600
Residential,2005,WINNEBAGO,70261 NEENAH (C),Residential,904042355
Residential,2005,WINNEBAGO,70265 OMRO (C),Residential,109079900
Residential,2005,WINNEBAGO,70266 OSHKOSH (C),Residential,2102385400
Residential,2005,WOOD,71251 MARSHFIELD (C),Residential,623979400
Residential,2005,WOOD,71261 NEKOOSA (C),Residential,61183100
Residential,2005,WOOD,71271 PITTSVILLE (C),Residential,20310900
Residential,2005,WOOD,71291 WISCONSIN RAPIDS (C),Residential,465585700
Residential,2006,BUFFALO,06206 BUFFALO CITY (C),Residential,53905200
Residential,2006,CLARK,10281 STANLEY (C),Residential,67100
